Unable to determine clock rate from sysctl: hw.cpufrequency: No such file or directory
This does not affect benchmark measurements, only the metadata output.
***WARNING*** Failed to set thread affinity. Estimated CPU frequency may be incorrect.
2025-12-23T02:23:14+05:30
Running ./benchmark.out
Run on (12 X 24 MHz CPU s)
CPU Caches:
  L1 Data 64 KiB
  L1 Instruction 128 KiB
  L2 Unified 4096 KiB (x12)
Load Average: 3.80, 2.99, 2.83
---------------------------------------------------------------------------------------------------
Benchmark                                                         Time             CPU   Iterations
BM_StdVectorAccess/10000000/iterations:30_mean              6427313 ns      6414700 ns            3
BM_StdVectorAccess/10000000/iterations:30_median            6420835 ns      6406867 ns            3
BM_StdVectorAccess/10000000/iterations:30_stddev              24073 ns        34033 ns            3
BM_StdVectorAccess/10000000/iterations:30_cv                   0.37 %          0.53 %             3
BM_ConstantVectorAccess/10/iterations:30_mean                  92.6 ns          111 ns            3
BM_ConstantVectorAccess/10/iterations:30_median                68.0 ns        100.0 ns            3
BM_ConstantVectorAccess/10/iterations:30_stddev                52.4 ns         50.9 ns            3
BM_ConstantVectorAccess/10/iterations:30_cv                   56.62 %         45.83 %             3
BM_ConstantVectorAccess/100/iterations:30_mean                  132 ns          133 ns            3
BM_ConstantVectorAccess/100/iterations:30_median                113 ns          133 ns            3
BM_ConstantVectorAccess/100/iterations:30_stddev               34.9 ns         33.3 ns            3
BM_ConstantVectorAccess/100/iterations:30_cv                  26.44 %         25.00 %             3
BM_ConstantVectorAccess/1000/iterations:30_mean                 847 ns          844 ns            3
BM_ConstantVectorAccess/1000/iterations:30_median               853 ns          867 ns            3
BM_ConstantVectorAccess/1000/iterations:30_stddev              55.1 ns         38.5 ns            3
BM_ConstantVectorAccess/1000/iterations:30_cv                  6.51 %          4.56 %             3
BM_ConstantVectorAccess/10000/iterations:30_mean               7294 ns         7289 ns            3
BM_ConstantVectorAccess/10000/iterations:30_median             7185 ns         7200 ns            3
BM_ConstantVectorAccess/10000/iterations:30_stddev              192 ns          184 ns            3
BM_ConstantVectorAccess/10000/iterations:30_cv                 2.64 %          2.52 %             3
BM_ConstantVectorAccess/100000/iterations:30_mean             73119 ns        72856 ns            3
BM_ConstantVectorAccess/100000/iterations:30_median           73129 ns        72333 ns            3
BM_ConstantVectorAccess/100000/iterations:30_stddev            1520 ns         1583 ns            3
BM_ConstantVectorAccess/100000/iterations:30_cv                2.08 %          2.17 %             3
BM_ConstantVectorAccess/1000000/iterations:30_mean           728293 ns       727744 ns            3
BM_ConstantVectorAccess/1000000/iterations:30_median         729371 ns       728300 ns            3
BM_ConstantVectorAccess/1000000/iterations:30_stddev           4352 ns         3996 ns            3
BM_ConstantVectorAccess/1000000/iterations:30_cv               0.60 %          0.55 %             3
BM_ConstantVectorAccess/10000000/iterations:30_mean         7325957 ns      7324333 ns            3
BM_ConstantVectorAccess/10000000/iterations:30_median       7323843 ns      7323167 ns            3
BM_ConstantVectorAccess/10000000/iterations:30_stddev         21145 ns        19709 ns            3
BM_ConstantVectorAccess/10000000/iterations:30_cv              0.29 %          0.27 %             3
BM_StdVectorIteration/10/iterations:30_mean                    89.4 ns         88.9 ns            3
BM_StdVectorIteration/10/iterations:30_median                  51.4 ns         33.3 ns            3
BM_StdVectorIteration/10/iterations:30_stddev                  76.8 ns         96.2 ns            3
BM_StdVectorIteration/10/iterations:30_cv                     85.98 %        108.25 %             3
BM_StdVectorIteration/100/iterations:30_mean                   89.8 ns          111 ns            3
BM_StdVectorIteration/100/iterations:30_median                 90.3 ns          100 ns            3
BM_StdVectorIteration/100/iterations:30_stddev                 28.5 ns         19.2 ns            3
BM_StdVectorIteration/100/iterations:30_cv                    31.69 %         17.32 %             3
BM_StdVectorIteration/1000/iterations:30_mean                  1173 ns         1189 ns            3
BM_StdVectorIteration/1000/iterations:30_median                1179 ns         1167 ns            3
BM_StdVectorIteration/1000/iterations:30_stddev                44.1 ns         38.5 ns            3
BM_StdVectorIteration/1000/iterations:30_cv                    3.76 %          3.24 %             3
BM_StdVectorIteration/10000/iterations:30_mean                11350 ns        11344 ns            3
BM_StdVectorIteration/10000/iterations:30_median              11372 ns        11367 ns            3
BM_StdVectorIteration/10000/iterations:30_stddev               92.3 ns          102 ns            3
BM_StdVectorIteration/10000/iterations:30_cv                   0.81 %          0.90 %             3
BM_StdVectorIteration/100000/iterations:30_mean              114118 ns       113900 ns            3
BM_StdVectorIteration/100000/iterations:30_median            114374 ns       114367 ns            3
BM_StdVectorIteration/100000/iterations:30_stddev              5767 ns         5448 ns            3
BM_StdVectorIteration/100000/iterations:30_cv                  5.05 %          4.78 %             3
BM_StdVectorIteration/1000000/iterations:30_mean            1167250 ns      1165689 ns            3
BM_StdVectorIteration/1000000/iterations:30_median          1167660 ns      1166533 ns            3
BM_StdVectorIteration/1000000/iterations:30_stddev            30037 ns        29776 ns            3
BM_StdVectorIteration/1000000/iterations:30_cv                 2.57 %          2.55 %             3
BM_StdVectorIteration/10000000/iterations:30_mean          11430742 ns     11430733 ns            3
BM_StdVectorIteration/10000000/iterations:30_median        11414101 ns     11414100 ns            3
BM_StdVectorIteration/10000000/iterations:30_stddev           38269 ns        38265 ns            3
BM_StdVectorIteration/10000000/iterations:30_cv                0.33 %          0.33 %             3
BM_ConstantVectorIteration/10/iterations:30_mean                118 ns          122 ns            3
BM_ConstantVectorIteration/10/iterations:30_median             62.5 ns        100.0 ns            3
BM_ConstantVectorIteration/10/iterations:30_stddev              112 ns          102 ns            3
BM_ConstantVectorIteration/10/iterations:30_cv                95.07 %         83.32 %             3
BM_ConstantVectorIteration/100/iterations:30_mean              94.9 ns         88.9 ns            3
BM_ConstantVectorIteration/100/iterations:30_median            77.8 ns         66.7 ns            3
BM_ConstantVectorIteration/100/iterations:30_stddev            29.7 ns         38.5 ns            3
BM_ConstantVectorIteration/100/iterations:30_cv               31.27 %         43.30 %             3
BM_ConstantVectorIteration/1000/iterations:30_mean              673 ns          656 ns            3
BM_ConstantVectorIteration/1000/iterations:30_median            662 ns          667 ns            3
BM_ConstantVectorIteration/1000/iterations:30_stddev           23.4 ns         19.2 ns            3
BM_ConstantVectorIteration/1000/iterations:30_cv               3.48 %          2.94 %             3
BM_ConstantVectorIteration/10000/iterations:30_mean            6318 ns         6322 ns            3
BM_ConstantVectorIteration/10000/iterations:30_median          6253 ns         6267 ns            3
BM_ConstantVectorIteration/10000/iterations:30_stddev           115 ns         96.2 ns            3
BM_ConstantVectorIteration/10000/iterations:30_cv              1.83 %          1.52 %             3
BM_ConstantVectorIteration/100000/iterations:30_mean          63087 ns        63100 ns            3
BM_ConstantVectorIteration/100000/iterations:30_median        62904 ns        62933 ns            3
BM_ConstantVectorIteration/100000/iterations:30_stddev          607 ns          601 ns            3
BM_ConstantVectorIteration/100000/iterations:30_cv             0.96 %          0.95 %             3
BM_ConstantVectorIteration/1000000/iterations:30_mean        639419 ns       639411 ns            3
BM_ConstantVectorIteration/1000000/iterations:30_median      637247 ns       637233 ns            3
BM_ConstantVectorIteration/1000000/iterations:30_stddev        6550 ns         6544 ns            3
BM_ConstantVectorIteration/1000000/iterations:30_cv            1.02 %          1.02 %             3
BM_ConstantVectorIteration/10000000/iterations:30_mean      6407880 ns      6407889 ns            3
BM_ConstantVectorIteration/10000000/iterations:30_median    6400187 ns      6400200 ns            3
BM_ConstantVectorIteration/10000000/iterations:30_stddev      25063 ns        25067 ns            3
BM_ConstantVectorIteration/10000000/iterations:30_cv           0.39 %          0.39 %             3
