Unable to determine clock rate from sysctl: hw.cpufrequency: No such file or directory
This does not affect benchmark measurements, only the metadata output.
***WARNING*** Failed to set thread affinity. Estimated CPU frequency may be incorrect.
2025-12-23T01:42:56+05:30
Running ./benchmark.out
Run on (12 X 24 MHz CPU s)
CPU Caches:
  L1 Data 64 KiB
  L1 Instruction 128 KiB
  L2 Unified 4096 KiB (x12)
Load Average: 3.26, 2.59, 2.88
---------------------------------------------------------------------------------------------------
Benchmark                                                         Time             CPU   Iterations
BM_StdVectorPop/100000/iterations:30_mean                      1417 ns         1333 ns            3
BM_StdVectorPop/100000/iterations:30_median                    1419 ns         1333 ns            3
BM_StdVectorPop/100000/iterations:30_stddev                    75.7 ns         66.7 ns            3
BM_StdVectorPop/100000/iterations:30_cv                        5.34 %          5.00 %             3
BM_StdVectorPop/1000000/iterations:30_mean                     1701 ns         1711 ns            3
BM_StdVectorPop/1000000/iterations:30_median                   1679 ns         1833 ns            3
BM_StdVectorPop/1000000/iterations:30_stddev                    194 ns          241 ns            3
BM_StdVectorPop/1000000/iterations:30_cv                      11.40 %         14.09 %             3
BM_StdVectorPop/10000000/iterations:30_mean                    5413 ns         5200 ns            3
BM_StdVectorPop/10000000/iterations:30_median                  5317 ns         4967 ns            3
BM_StdVectorPop/10000000/iterations:30_stddev                   809 ns          841 ns            3
BM_StdVectorPop/10000000/iterations:30_cv                     14.95 %         16.18 %             3
BM_ConstantVectorPop/10/iterations:30_mean                      757 ns          722 ns            3
BM_ConstantVectorPop/10/iterations:30_median                    719 ns          800 ns            3
BM_ConstantVectorPop/10/iterations:30_stddev                   87.0 ns          422 ns            3
BM_ConstantVectorPop/10/iterations:30_cv                      11.49 %         58.44 %             3
BM_ConstantVectorPop/100/iterations:30_mean                     781 ns         1078 ns            3
BM_ConstantVectorPop/100/iterations:30_median                   749 ns         1233 ns            3
BM_ConstantVectorPop/100/iterations:30_stddev                  62.3 ns          269 ns            3
BM_ConstantVectorPop/100/iterations:30_cv                      7.97 %         25.00 %             3
BM_ConstantVectorPop/1000/iterations:30_mean                    749 ns          833 ns            3
BM_ConstantVectorPop/1000/iterations:30_median                  737 ns          767 ns            3
BM_ConstantVectorPop/1000/iterations:30_stddev                 51.7 ns          176 ns            3
BM_ConstantVectorPop/1000/iterations:30_cv                     6.91 %         21.17 %             3
BM_ConstantVectorPop/10000/iterations:30_mean                   850 ns          822 ns            3
BM_ConstantVectorPop/10000/iterations:30_median                 781 ns          767 ns            3
BM_ConstantVectorPop/10000/iterations:30_stddev                 163 ns          255 ns            3
BM_ConstantVectorPop/10000/iterations:30_cv                   19.23 %         30.96 %             3
BM_ConstantVectorPop/100000/iterations:30_mean                  895 ns          933 ns            3
BM_ConstantVectorPop/100000/iterations:30_median                901 ns          900 ns            3
BM_ConstantVectorPop/100000/iterations:30_stddev               27.5 ns          120 ns            3
BM_ConstantVectorPop/100000/iterations:30_cv                   3.08 %         12.88 %             3
BM_ConstantVectorPop/1000000/iterations:30_mean                1538 ns         1489 ns            3
BM_ConstantVectorPop/1000000/iterations:30_median              1433 ns         1467 ns            3
BM_ConstantVectorPop/1000000/iterations:30_stddev               188 ns          135 ns            3
BM_ConstantVectorPop/1000000/iterations:30_cv                 12.23 %          9.05 %             3
BM_ConstantVectorPop/10000000/iterations:30_mean               4641 ns         4344 ns            3
BM_ConstantVectorPop/10000000/iterations:30_median             4653 ns         4433 ns            3
BM_ConstantVectorPop/10000000/iterations:30_stddev             66.8 ns          154 ns            3
BM_ConstantVectorPop/10000000/iterations:30_cv                 1.44 %          3.54 %             3
BM_StdVectorAccess/10/iterations:30_mean                       67.6 ns         66.7 ns            3
BM_StdVectorAccess/10/iterations:30_median                     41.7 ns         66.7 ns            3
BM_StdVectorAccess/10/iterations:30_stddev                     51.0 ns         33.3 ns            3
BM_StdVectorAccess/10/iterations:30_cv                        75.47 %         50.00 %             3
BM_StdVectorAccess/100/iterations:30_mean                      71.8 ns         66.7 ns            3
BM_StdVectorAccess/100/iterations:30_median                    65.3 ns         66.7 ns            3
BM_StdVectorAccess/100/iterations:30_stddev                    16.3 ns        0.000 ns            3
BM_StdVectorAccess/100/iterations:30_cv                       22.69 %          0.00 %             3
BM_StdVectorAccess/1000/iterations:30_mean                      412 ns          433 ns            3
BM_StdVectorAccess/1000/iterations:30_median                    406 ns          433 ns            3
BM_StdVectorAccess/1000/iterations:30_stddev                   12.5 ns        0.000 ns            3
BM_StdVectorAccess/1000/iterations:30_cv                       3.03 %          0.00 %             3
BM_StdVectorAccess/10000/iterations:30_mean                    3975 ns         4000 ns            3
BM_StdVectorAccess/10000/iterations:30_median                  3969 ns         4000 ns            3
BM_StdVectorAccess/10000/iterations:30_stddev                  12.1 ns         33.3 ns            3
BM_StdVectorAccess/10000/iterations:30_cv                      0.30 %          0.83 %             3
BM_StdVectorAccess/100000/iterations:30_mean                  40019 ns        40022 ns            3
BM_StdVectorAccess/100000/iterations:30_median                39992 ns        40000 ns            3
BM_StdVectorAccess/100000/iterations:30_stddev                 85.4 ns         69.4 ns            3
BM_StdVectorAccess/100000/iterations:30_cv                     0.21 %          0.17 %             3
BM_StdVectorAccess/1000000/iterations:30_mean                400971 ns       400944 ns            3
BM_StdVectorAccess/1000000/iterations:30_median              400286 ns       400300 ns            3
BM_StdVectorAccess/1000000/iterations:30_stddev                1746 ns         1695 ns            3
BM_StdVectorAccess/1000000/iterations:30_cv                    0.44 %          0.42 %             3
BM_StdVectorAccess/10000000/iterations:30_mean              4038637 ns      4037300 ns            3
BM_StdVectorAccess/10000000/iterations:30_median            4038158 ns      4035867 ns            3
BM_StdVectorAccess/10000000/iterations:30_stddev              21287 ns        21253 ns            3
BM_StdVectorAccess/10000000/iterations:30_cv                   0.53 %          0.53 %             3
BM_ConstantVectorAccess/10/iterations:30_mean                  79.6 ns         77.8 ns            3
BM_ConstantVectorAccess/10/iterations:30_median                54.2 ns         66.7 ns            3
BM_ConstantVectorAccess/10/iterations:30_stddev                49.0 ns         19.2 ns            3
BM_ConstantVectorAccess/10/iterations:30_cv                   61.53 %         24.74 %             3
BM_ConstantVectorAccess/100/iterations:30_mean                  115 ns          111 ns            3
BM_ConstantVectorAccess/100/iterations:30_median                111 ns          100 ns            3
BM_ConstantVectorAccess/100/iterations:30_stddev               17.7 ns         19.2 ns            3
BM_ConstantVectorAccess/100/iterations:30_cv                  15.37 %         17.32 %             3
BM_ConstantVectorAccess/1000/iterations:30_mean                 822 ns          811 ns            3
BM_ConstantVectorAccess/1000/iterations:30_median               836 ns          833 ns            3
BM_ConstantVectorAccess/1000/iterations:30_stddev              37.5 ns         38.5 ns            3
BM_ConstantVectorAccess/1000/iterations:30_cv                  4.57 %          4.75 %             3
BM_ConstantVectorAccess/10000/iterations:30_mean               8738 ns         8767 ns            3
BM_ConstantVectorAccess/10000/iterations:30_median             8867 ns         8900 ns            3
BM_ConstantVectorAccess/10000/iterations:30_stddev              348 ns          353 ns            3
BM_ConstantVectorAccess/10000/iterations:30_cv                 3.99 %          4.02 %             3
BM_ConstantVectorAccess/100000/iterations:30_mean             75998 ns        76000 ns            3
BM_ConstantVectorAccess/100000/iterations:30_median           75563 ns        75600 ns            3
BM_ConstantVectorAccess/100000/iterations:30_stddev             769 ns          781 ns            3
BM_ConstantVectorAccess/100000/iterations:30_cv                1.01 %          1.03 %             3
BM_ConstantVectorAccess/1000000/iterations:30_mean           774274 ns       773889 ns            3
BM_ConstantVectorAccess/1000000/iterations:30_median         775656 ns       775400 ns            3
BM_ConstantVectorAccess/1000000/iterations:30_stddev           2755 ns         2617 ns            3
BM_ConstantVectorAccess/1000000/iterations:30_cv               0.36 %          0.34 %             3
BM_ConstantVectorAccess/10000000/iterations:30_mean         7787530 ns      7749511 ns            3
BM_ConstantVectorAccess/10000000/iterations:30_median       7753828 ns      7748767 ns            3
BM_ConstantVectorAccess/10000000/iterations:30_stddev         74259 ns        22626 ns            3
BM_ConstantVectorAccess/10000000/iterations:30_cv              0.95 %          0.29 %             3
BM_StdVectorIteration/10/iterations:30_mean                    51.4 ns         33.3 ns            3
BM_StdVectorIteration/10/iterations:30_median                  47.2 ns         33.3 ns            3
BM_StdVectorIteration/10/iterations:30_stddev                  15.0 ns         33.3 ns            3
BM_StdVectorIteration/10/iterations:30_cv                     29.23 %        100.00 %             3
BM_StdVectorIteration/100/iterations:30_mean                   36.1 ns         22.2 ns            3
BM_StdVectorIteration/100/iterations:30_median                 29.2 ns         33.3 ns            3
BM_StdVectorIteration/100/iterations:30_stddev                 12.0 ns         19.2 ns            3
BM_StdVectorIteration/100/iterations:30_cv                    33.31 %         86.60 %             3
BM_StdVectorIteration/1000/iterations:30_mean                  88.4 ns          100 ns            3
BM_StdVectorIteration/1000/iterations:30_median                87.5 ns          100 ns            3
BM_StdVectorIteration/1000/iterations:30_stddev                2.89 ns        0.000 ns            3
BM_StdVectorIteration/1000/iterations:30_cv                    3.26 %          0.00 %             3
BM_StdVectorIteration/10000/iterations:30_mean                  528 ns          556 ns            3
BM_StdVectorIteration/10000/iterations:30_median                492 ns          533 ns            3
BM_StdVectorIteration/10000/iterations:30_stddev               65.0 ns         38.5 ns            3
BM_StdVectorIteration/10000/iterations:30_cv                  12.31 %          6.93 %             3
BM_StdVectorIteration/100000/iterations:30_mean                5500 ns         5511 ns            3
BM_StdVectorIteration/100000/iterations:30_median              5493 ns         5500 ns            3
BM_StdVectorIteration/100000/iterations:30_stddev              14.1 ns         19.2 ns            3
BM_StdVectorIteration/100000/iterations:30_cv                  0.26 %          0.35 %             3
BM_StdVectorIteration/1000000/iterations:30_mean              55734 ns        55644 ns            3
BM_StdVectorIteration/1000000/iterations:30_median            55247 ns        55267 ns            3
BM_StdVectorIteration/1000000/iterations:30_stddev              907 ns          713 ns            3
BM_StdVectorIteration/1000000/iterations:30_cv                 1.63 %          1.28 %             3
BM_StdVectorIteration/10000000/iterations:30_mean            667963 ns       667956 ns            3
BM_StdVectorIteration/10000000/iterations:30_median          668903 ns       668900 ns            3
BM_StdVectorIteration/10000000/iterations:30_stddev            9089 ns         9120 ns            3
BM_StdVectorIteration/10000000/iterations:30_cv                1.36 %          1.37 %             3
BM_ConstantVectorIteration/10/iterations:30_mean               74.5 ns         66.7 ns            3
BM_ConstantVectorIteration/10/iterations:30_median             33.3 ns         33.3 ns            3
BM_ConstantVectorIteration/10/iterations:30_stddev             77.5 ns         57.7 ns            3
BM_ConstantVectorIteration/10/iterations:30_cv               103.93 %         86.60 %             3
BM_ConstantVectorIteration/100/iterations:30_mean              41.7 ns         22.2 ns            3
BM_ConstantVectorIteration/100/iterations:30_median            29.2 ns         33.3 ns            3
BM_ConstantVectorIteration/100/iterations:30_stddev            27.9 ns         19.2 ns            3
BM_ConstantVectorIteration/100/iterations:30_cv               66.93 %         86.60 %             3
BM_ConstantVectorIteration/1000/iterations:30_mean             28.2 ns         33.3 ns            3
BM_ConstantVectorIteration/1000/iterations:30_median           22.2 ns         33.3 ns            3
BM_ConstantVectorIteration/1000/iterations:30_stddev           11.6 ns        0.000 ns            3
BM_ConstantVectorIteration/1000/iterations:30_cv              41.21 %          0.00 %             3
BM_ConstantVectorIteration/10000/iterations:30_mean            41.2 ns         33.3 ns            3
BM_ConstantVectorIteration/10000/iterations:30_median          27.8 ns         33.3 ns            3
BM_ConstantVectorIteration/10000/iterations:30_stddev          23.3 ns        0.000 ns            3
BM_ConstantVectorIteration/10000/iterations:30_cv             56.47 %          0.00 %             3
BM_ConstantVectorIteration/100000/iterations:30_mean           30.1 ns         22.2 ns            3
BM_ConstantVectorIteration/100000/iterations:30_median         25.0 ns         33.3 ns            3
BM_ConstantVectorIteration/100000/iterations:30_stddev         10.0 ns         19.2 ns            3
BM_ConstantVectorIteration/100000/iterations:30_cv            33.38 %         86.60 %             3
BM_ConstantVectorIteration/1000000/iterations:30_mean          43.5 ns         33.3 ns            3
BM_ConstantVectorIteration/1000000/iterations:30_median        34.7 ns         33.3 ns            3
BM_ConstantVectorIteration/1000000/iterations:30_stddev        16.4 ns         33.3 ns            3
BM_ConstantVectorIteration/1000000/iterations:30_cv           37.78 %        100.00 %             3
BM_ConstantVectorIteration/10000000/iterations:30_mean          108 ns          111 ns            3
BM_ConstantVectorIteration/10000000/iterations:30_median       87.5 ns         66.7 ns            3
BM_ConstantVectorIteration/10000000/iterations:30_stddev       49.1 ns         77.0 ns            3
BM_ConstantVectorIteration/10000000/iterations:30_cv          45.53 %         69.28 %             3
