Unable to determine clock rate from sysctl: hw.cpufrequency: No such file or directory
This does not affect benchmark measurements, only the metadata output.
***WARNING*** Failed to set thread affinity. Estimated CPU frequency may be incorrect.
2025-12-23T01:36:45+05:30
Running ./benchmark.out
Run on (12 X 24 MHz CPU s)
CPU Caches:
  L1 Data 64 KiB
  L1 Instruction 128 KiB
  L2 Unified 4096 KiB (x12)
Load Average: 2.26, 2.17, 3.04
---------------------------------------------------------------------------------------------------
Benchmark                                                         Time             CPU   Iterations
BM_ConstantVectorPush/100/iterations:30_mean                    126 ns          111 ns            3
BM_ConstantVectorPush/100/iterations:30_median                  113 ns          100 ns            3
BM_ConstantVectorPush/100/iterations:30_stddev                 25.3 ns         19.2 ns            3
BM_ConstantVectorPush/100/iterations:30_cv                    20.00 %         17.32 %             3
BM_ConstantVectorPush/1000/iterations:30_mean                   931 ns          922 ns            3
BM_ConstantVectorPush/1000/iterations:30_median                 890 ns          900 ns            3
BM_ConstantVectorPush/1000/iterations:30_stddev                 190 ns          168 ns            3
BM_ConstantVectorPush/1000/iterations:30_cv                   20.42 %         18.19 %             3
BM_ConstantVectorPush/10000/iterations:30_mean                 5828 ns         5811 ns            3
BM_ConstantVectorPush/10000/iterations:30_median               5688 ns         5667 ns            3
BM_ConstantVectorPush/10000/iterations:30_stddev                294 ns          310 ns            3
BM_ConstantVectorPush/10000/iterations:30_cv                   5.04 %          5.33 %             3
BM_ConstantVectorPush/100000/iterations:30_mean               54202 ns        54144 ns            3
BM_ConstantVectorPush/100000/iterations:30_median             54103 ns        54133 ns            3
BM_ConstantVectorPush/100000/iterations:30_stddev               190 ns         50.9 ns            3
BM_ConstantVectorPush/100000/iterations:30_cv                  0.35 %          0.09 %             3
BM_ConstantVectorPush/1000000/iterations:30_mean             527502 ns       524933 ns            3
BM_ConstantVectorPush/1000000/iterations:30_median           528778 ns       526633 ns            3
BM_ConstantVectorPush/1000000/iterations:30_stddev             5200 ns         4341 ns            3
BM_ConstantVectorPush/1000000/iterations:30_cv                 0.99 %          0.83 %             3
BM_ConstantVectorPush/10000000/iterations:30_mean           5155876 ns      5146933 ns            3
BM_ConstantVectorPush/10000000/iterations:30_median         5169929 ns      5154367 ns            3
BM_ConstantVectorPush/10000000/iterations:30_stddev           28476 ns        23355 ns            3
BM_ConstantVectorPush/10000000/iterations:30_cv                0.55 %          0.45 %             3
BM_StdVectorPop/10/iterations:30_mean                           776 ns         1044 ns            3
BM_StdVectorPop/10/iterations:30_median                         713 ns         1067 ns            3
BM_StdVectorPop/10/iterations:30_stddev                         127 ns          102 ns            3
BM_StdVectorPop/10/iterations:30_cv                           16.30 %          9.75 %             3
BM_StdVectorPop/100/iterations:30_mean                          749 ns          833 ns            3
BM_StdVectorPop/100/iterations:30_median                        706 ns          700 ns            3
BM_StdVectorPop/100/iterations:30_stddev                       81.4 ns          260 ns            3
BM_StdVectorPop/100/iterations:30_cv                          10.87 %         31.24 %             3
BM_StdVectorPop/1000/iterations:30_mean                         720 ns          622 ns            3
BM_StdVectorPop/1000/iterations:30_median                       692 ns          733 ns            3
BM_StdVectorPop/1000/iterations:30_stddev                      53.4 ns          411 ns            3
BM_StdVectorPop/1000/iterations:30_cv                          7.41 %         66.12 %             3
BM_StdVectorPop/10000/iterations:30_mean                       1196 ns         1200 ns            3
BM_StdVectorPop/10000/iterations:30_median                     1175 ns         1200 ns            3
BM_StdVectorPop/10000/iterations:30_stddev                     39.8 ns         33.3 ns            3
BM_StdVectorPop/10000/iterations:30_cv                         3.33 %          2.78 %             3
BM_StdVectorPop/100000/iterations:30_mean                      1686 ns         1478 ns            3
BM_StdVectorPop/100000/iterations:30_median                    1711 ns         1667 ns            3
BM_StdVectorPop/100000/iterations:30_stddev                     130 ns          327 ns            3
BM_StdVectorPop/100000/iterations:30_cv                        7.74 %         22.14 %             3
BM_StdVectorPop/1000000/iterations:30_mean                     1576 ns         1600 ns            3
BM_StdVectorPop/1000000/iterations:30_median                   1615 ns         1767 ns            3
BM_StdVectorPop/1000000/iterations:30_stddev                    294 ns          289 ns            3
BM_StdVectorPop/1000000/iterations:30_cv                      18.64 %         18.04 %             3
BM_StdVectorPop/10000000/iterations:30_mean                    5908 ns         5622 ns            3
BM_StdVectorPop/10000000/iterations:30_median                  6301 ns         5967 ns            3
BM_StdVectorPop/10000000/iterations:30_stddev                   704 ns          685 ns            3
BM_StdVectorPop/10000000/iterations:30_cv                     11.91 %         12.18 %             3
BM_ConstantVectorPop/10/iterations:30_mean                      798 ns         1100 ns            3
BM_ConstantVectorPop/10/iterations:30_median                    778 ns         1067 ns            3
BM_ConstantVectorPop/10/iterations:30_stddev                   79.8 ns          120 ns            3
BM_ConstantVectorPop/10/iterations:30_cv                       9.99 %         10.93 %             3
BM_ConstantVectorPop/100/iterations:30_mean                     806 ns          811 ns            3
BM_ConstantVectorPop/100/iterations:30_median                   746 ns          867 ns            3
BM_ConstantVectorPop/100/iterations:30_stddev                   108 ns          190 ns            3
BM_ConstantVectorPop/100/iterations:30_cv                     13.33 %         23.37 %             3
BM_ConstantVectorPop/1000/iterations:30_mean                   1172 ns         1267 ns            3
BM_ConstantVectorPop/1000/iterations:30_median                 1131 ns         1233 ns            3
BM_ConstantVectorPop/1000/iterations:30_stddev                 72.5 ns         88.2 ns            3
BM_ConstantVectorPop/1000/iterations:30_cv                     6.19 %          6.96 %             3
BM_ConstantVectorPop/10000/iterations:30_mean                  5247 ns         5256 ns            3
BM_ConstantVectorPop/10000/iterations:30_median                5225 ns         5200 ns            3
BM_ConstantVectorPop/10000/iterations:30_stddev                77.5 ns         96.2 ns            3
BM_ConstantVectorPop/10000/iterations:30_cv                    1.48 %          1.83 %             3
BM_ConstantVectorPop/100000/iterations:30_mean                48245 ns        48100 ns            3
BM_ConstantVectorPop/100000/iterations:30_median              47990 ns        47767 ns            3
BM_ConstantVectorPop/100000/iterations:30_stddev                593 ns          636 ns            3
BM_ConstantVectorPop/100000/iterations:30_cv                   1.23 %          1.32 %             3
BM_ConstantVectorPop/1000000/iterations:30_mean              471980 ns       471200 ns            3
BM_ConstantVectorPop/1000000/iterations:30_median            470165 ns       469600 ns            3
BM_ConstantVectorPop/1000000/iterations:30_stddev              5750 ns         5285 ns            3
BM_ConstantVectorPop/1000000/iterations:30_cv                  1.22 %          1.12 %             3
BM_ConstantVectorPop/10000000/iterations:30_mean            4687757 ns      4686000 ns            3
BM_ConstantVectorPop/10000000/iterations:30_median          4690571 ns      4688633 ns            3
BM_ConstantVectorPop/10000000/iterations:30_stddev             6403 ns         6279 ns            3
BM_ConstantVectorPop/10000000/iterations:30_cv                 0.14 %          0.13 %             3
BM_StdVectorAccess/10/iterations:30_mean                       61.1 ns         66.7 ns            3
BM_StdVectorAccess/10/iterations:30_median                     50.0 ns         66.7 ns            3
BM_StdVectorAccess/10/iterations:30_stddev                     22.9 ns         33.3 ns            3
BM_StdVectorAccess/10/iterations:30_cv                        37.55 %         50.00 %             3
BM_StdVectorAccess/100/iterations:30_mean                      88.4 ns         77.8 ns            3
BM_StdVectorAccess/100/iterations:30_median                    77.8 ns         66.7 ns            3
BM_StdVectorAccess/100/iterations:30_stddev                    24.7 ns         50.9 ns            3
BM_StdVectorAccess/100/iterations:30_cv                       27.94 %         65.47 %             3
BM_StdVectorAccess/1000/iterations:30_mean                      425 ns          444 ns            3
BM_StdVectorAccess/1000/iterations:30_median                    410 ns          433 ns            3
BM_StdVectorAccess/1000/iterations:30_stddev                   32.2 ns         19.2 ns            3
BM_StdVectorAccess/1000/iterations:30_cv                       7.57 %          4.33 %             3
BM_StdVectorAccess/10000/iterations:30_mean                    4063 ns         4067 ns            3
BM_StdVectorAccess/10000/iterations:30_median                  3968 ns         3967 ns            3
BM_StdVectorAccess/10000/iterations:30_stddev                   184 ns          173 ns            3
BM_StdVectorAccess/10000/iterations:30_cv                      4.53 %          4.26 %             3
BM_StdVectorAccess/100000/iterations:30_mean                  40812 ns        40778 ns            3
BM_StdVectorAccess/100000/iterations:30_median                40885 ns        40900 ns            3
BM_StdVectorAccess/100000/iterations:30_stddev                  238 ns          212 ns            3
BM_StdVectorAccess/100000/iterations:30_cv                     0.58 %          0.52 %             3
BM_StdVectorAccess/1000000/iterations:30_mean                413408 ns       412300 ns            3
BM_StdVectorAccess/1000000/iterations:30_median              411610 ns       411433 ns            3
BM_StdVectorAccess/1000000/iterations:30_stddev                5200 ns         3547 ns            3
BM_StdVectorAccess/1000000/iterations:30_cv                    1.26 %          0.86 %             3
BM_StdVectorAccess/10000000/iterations:30_mean              4039735 ns      4037544 ns            3
BM_StdVectorAccess/10000000/iterations:30_median            4034157 ns      4033100 ns            3
BM_StdVectorAccess/10000000/iterations:30_stddev              33025 ns        30510 ns            3
BM_StdVectorAccess/10000000/iterations:30_cv                   0.82 %          0.76 %             3
BM_ConstantVectorAccess/10/iterations:30_mean                  67.6 ns         66.7 ns            3
BM_ConstantVectorAccess/10/iterations:30_median                40.3 ns         66.7 ns            3
BM_ConstantVectorAccess/10/iterations:30_stddev                55.9 ns         66.7 ns            3
BM_ConstantVectorAccess/10/iterations:30_cv                   82.74 %        100.00 %             3
BM_ConstantVectorAccess/100/iterations:30_mean                  107 ns          111 ns            3
BM_ConstantVectorAccess/100/iterations:30_median               95.8 ns          100 ns            3
BM_ConstantVectorAccess/100/iterations:30_stddev               20.5 ns         19.2 ns            3
BM_ConstantVectorAccess/100/iterations:30_cv                  19.15 %         17.32 %             3
BM_ConstantVectorAccess/1000/iterations:30_mean                 858 ns          856 ns            3
BM_ConstantVectorAccess/1000/iterations:30_median               853 ns          833 ns            3
BM_ConstantVectorAccess/1000/iterations:30_stddev              78.6 ns          102 ns            3
BM_ConstantVectorAccess/1000/iterations:30_cv                  9.16 %         11.90 %             3
BM_ConstantVectorAccess/10000/iterations:30_mean               7848 ns         7867 ns            3
BM_ConstantVectorAccess/10000/iterations:30_median             7840 ns         7833 ns            3
BM_ConstantVectorAccess/10000/iterations:30_stddev             47.0 ns         57.7 ns            3
BM_ConstantVectorAccess/10000/iterations:30_cv                 0.60 %          0.73 %             3
BM_ConstantVectorAccess/100000/iterations:30_mean             76556 ns        76544 ns            3
BM_ConstantVectorAccess/100000/iterations:30_median           76358 ns        76367 ns            3
BM_ConstantVectorAccess/100000/iterations:30_stddev             655 ns          652 ns            3
BM_ConstantVectorAccess/100000/iterations:30_cv                0.86 %          0.85 %             3
BM_ConstantVectorAccess/1000000/iterations:30_mean           773225 ns       772578 ns            3
BM_ConstantVectorAccess/1000000/iterations:30_median         772325 ns       772233 ns            3
BM_ConstantVectorAccess/1000000/iterations:30_stddev           7003 ns         6390 ns            3
BM_ConstantVectorAccess/1000000/iterations:30_cv               0.91 %          0.83 %             3
BM_ConstantVectorAccess/10000000/iterations:30_mean         7954028 ns      7717456 ns            3
BM_ConstantVectorAccess/10000000/iterations:30_median       7776083 ns      7724000 ns            3
BM_ConstantVectorAccess/10000000/iterations:30_stddev        353573 ns        48780 ns            3
BM_ConstantVectorAccess/10000000/iterations:30_cv              4.45 %          0.63 %             3
BM_StdVectorIteration/10/iterations:30_mean                    62.0 ns         66.7 ns            3
BM_StdVectorIteration/10/iterations:30_median                  37.5 ns         66.7 ns            3
BM_StdVectorIteration/10/iterations:30_stddev                  43.7 ns         66.7 ns            3
BM_StdVectorIteration/10/iterations:30_cv                     70.43 %        100.00 %             3
BM_StdVectorIteration/100/iterations:30_mean                   45.4 ns         44.4 ns            3
BM_StdVectorIteration/100/iterations:30_median                 41.7 ns         33.3 ns            3
BM_StdVectorIteration/100/iterations:30_stddev                 17.0 ns         19.2 ns            3
BM_StdVectorIteration/100/iterations:30_cv                    37.42 %         43.30 %             3
BM_StdVectorIteration/1000/iterations:30_mean                  83.8 ns         77.8 ns            3
BM_StdVectorIteration/1000/iterations:30_median                79.2 ns         66.7 ns            3
BM_StdVectorIteration/1000/iterations:30_stddev                8.00 ns         19.2 ns            3
BM_StdVectorIteration/1000/iterations:30_cv                    9.55 %         24.74 %             3
BM_StdVectorIteration/10000/iterations:30_mean                  502 ns          500 ns            3
BM_StdVectorIteration/10000/iterations:30_median                493 ns          500 ns            3
BM_StdVectorIteration/10000/iterations:30_stddev               15.2 ns         33.3 ns            3
BM_StdVectorIteration/10000/iterations:30_cv                   3.03 %          6.67 %             3
BM_StdVectorIteration/100000/iterations:30_mean                5680 ns         5678 ns            3
BM_StdVectorIteration/100000/iterations:30_median              5524 ns         5533 ns            3
BM_StdVectorIteration/100000/iterations:30_stddev               301 ns          310 ns            3
BM_StdVectorIteration/100000/iterations:30_cv                  5.30 %          5.45 %             3
BM_StdVectorIteration/1000000/iterations:30_mean              55406 ns        55400 ns            3
BM_StdVectorIteration/1000000/iterations:30_median            55494 ns        55500 ns            3
BM_StdVectorIteration/1000000/iterations:30_stddev              302 ns          296 ns            3
BM_StdVectorIteration/1000000/iterations:30_cv                 0.54 %          0.53 %             3
BM_StdVectorIteration/10000000/iterations:30_mean            656645 ns       656656 ns            3
BM_StdVectorIteration/10000000/iterations:30_median          654990 ns       655000 ns            3
BM_StdVectorIteration/10000000/iterations:30_stddev           13546 ns        13559 ns            3
BM_StdVectorIteration/10000000/iterations:30_cv                2.06 %          2.06 %             3
BM_ConstantVectorIteration/10/iterations:30_mean               72.2 ns         77.8 ns            3
BM_ConstantVectorIteration/10/iterations:30_median             36.1 ns         66.7 ns            3
BM_ConstantVectorIteration/10/iterations:30_stddev             66.2 ns         50.9 ns            3
BM_ConstantVectorIteration/10/iterations:30_cv                91.64 %         65.47 %             3
BM_ConstantVectorIteration/100/iterations:30_mean              81.5 ns         88.9 ns            3
BM_ConstantVectorIteration/100/iterations:30_median            80.5 ns        100.0 ns            3
BM_ConstantVectorIteration/100/iterations:30_stddev            13.9 ns         19.2 ns            3
BM_ConstantVectorIteration/100/iterations:30_cv               17.07 %         21.65 %             3
BM_ConstantVectorIteration/1000/iterations:30_mean              541 ns          567 ns            3
BM_ConstantVectorIteration/1000/iterations:30_median            533 ns          567 ns            3
BM_ConstantVectorIteration/1000/iterations:30_stddev           17.4 ns        0.000 ns            3
BM_ConstantVectorIteration/1000/iterations:30_cv               3.21 %          0.00 %             3
BM_ConstantVectorIteration/10000/iterations:30_mean            4327 ns         4311 ns            3
BM_ConstantVectorIteration/10000/iterations:30_median          4328 ns         4300 ns            3
BM_ConstantVectorIteration/10000/iterations:30_stddev           178 ns          184 ns            3
BM_ConstantVectorIteration/10000/iterations:30_cv              4.12 %          4.26 %             3
BM_ConstantVectorIteration/100000/iterations:30_mean          43776 ns        43756 ns            3
BM_ConstantVectorIteration/100000/iterations:30_median        43497 ns        43500 ns            3
BM_ConstantVectorIteration/100000/iterations:30_stddev          670 ns          655 ns            3
BM_ConstantVectorIteration/100000/iterations:30_cv             1.53 %          1.50 %             3
BM_ConstantVectorIteration/1000000/iterations:30_mean        485528 ns       485522 ns            3
BM_ConstantVectorIteration/1000000/iterations:30_median      489288 ns       489267 ns            3
BM_ConstantVectorIteration/1000000/iterations:30_stddev        6904 ns         6923 ns            3
BM_ConstantVectorIteration/1000000/iterations:30_cv            1.42 %          1.43 %             3
BM_ConstantVectorIteration/10000000/iterations:30_mean      4907225 ns      4907233 ns            3
BM_ConstantVectorIteration/10000000/iterations:30_median    4915572 ns      4915567 ns            3
BM_ConstantVectorIteration/10000000/iterations:30_stddev      26673 ns        26662 ns            3
BM_ConstantVectorIteration/10000000/iterations:30_cv           0.54 %          0.54 %             3
