Unable to determine clock rate from sysctl: hw.cpufrequency: No such file or directory
This does not affect benchmark measurements, only the metadata output.
***WARNING*** Failed to set thread affinity. Estimated CPU frequency may be incorrect.
2025-12-23T02:28:31+05:30
Running ./benchmark.out
Run on (12 X 24 MHz CPU s)
CPU Caches:
  L1 Data 64 KiB
  L1 Instruction 128 KiB
  L2 Unified 4096 KiB (x12)
Load Average: 1.87, 2.95, 2.92
---------------------------------------------------------------------------------------------------
Benchmark                                                         Time             CPU   Iterations
BM_ConstantVectorPush/10000000/iterations:30_stddev           39831 ns        47564 ns            3
BM_ConstantVectorPush/10000000/iterations:30_cv                0.67 %          0.80 %             3
BM_StdVectorPop/10/iterations:30_mean                           845 ns         1011 ns            3
BM_StdVectorPop/10/iterations:30_median                         806 ns         1000 ns            3
BM_StdVectorPop/10/iterations:30_stddev                         153 ns          184 ns            3
BM_StdVectorPop/10/iterations:30_cv                           18.12 %         18.16 %             3
BM_StdVectorPop/100/iterations:30_mean                         1014 ns          967 ns            3
BM_StdVectorPop/100/iterations:30_median                        958 ns         1067 ns            3
BM_StdVectorPop/100/iterations:30_stddev                        101 ns          458 ns            3
BM_StdVectorPop/100/iterations:30_cv                           9.98 %         47.41 %             3
BM_StdVectorPop/1000/iterations:30_mean                        3252 ns         3089 ns            3
BM_StdVectorPop/1000/iterations:30_median                      3165 ns         2933 ns            3
BM_StdVectorPop/1000/iterations:30_stddev                       159 ns          518 ns            3
BM_StdVectorPop/1000/iterations:30_cv                          4.90 %         16.76 %             3
BM_StdVectorPop/10000/iterations:30_mean                      25463 ns        25500 ns            3
BM_StdVectorPop/10000/iterations:30_median                    25465 ns        25467 ns            3
BM_StdVectorPop/10000/iterations:30_stddev                      135 ns          153 ns            3
BM_StdVectorPop/10000/iterations:30_cv                         0.53 %          0.60 %             3
BM_StdVectorPop/100000/iterations:30_mean                    250446 ns       250289 ns            3
BM_StdVectorPop/100000/iterations:30_median                  245393 ns       244867 ns            3
BM_StdVectorPop/100000/iterations:30_stddev                    9673 ns         9886 ns            3
BM_StdVectorPop/100000/iterations:30_cv                        3.86 %          3.95 %             3
BM_StdVectorPop/1000000/iterations:30_mean                  2440301 ns      2439689 ns            3
BM_StdVectorPop/1000000/iterations:30_median                2441944 ns      2441900 ns            3
BM_StdVectorPop/1000000/iterations:30_stddev                  16749 ns        15932 ns            3
BM_StdVectorPop/1000000/iterations:30_cv                       0.69 %          0.65 %             3
BM_StdVectorPop/10000000/iterations:30_mean                25146683 ns     25133256 ns            3
BM_StdVectorPop/10000000/iterations:30_median              25224883 ns     25217367 ns            3
BM_StdVectorPop/10000000/iterations:30_stddev                138560 ns       150969 ns            3
BM_StdVectorPop/10000000/iterations:30_cv                      0.55 %          0.60 %             3
BM_ConstantVectorPop/10/iterations:30_mean                      810 ns          656 ns            3
BM_ConstantVectorPop/10/iterations:30_median                    747 ns          700 ns            3
BM_ConstantVectorPop/10/iterations:30_stddev                    130 ns          139 ns            3
BM_ConstantVectorPop/10/iterations:30_cv                      16.03 %         21.17 %             3
BM_ConstantVectorPop/100/iterations:30_mean                     955 ns         1311 ns            3
BM_ConstantVectorPop/100/iterations:30_median                   926 ns         1300 ns            3
BM_ConstantVectorPop/100/iterations:30_stddev                  49.7 ns          184 ns            3
BM_ConstantVectorPop/100/iterations:30_cv                      5.20 %         14.00 %             3
BM_ConstantVectorPop/1000/iterations:30_mean                   2908 ns         2933 ns            3
BM_ConstantVectorPop/1000/iterations:30_median                 2907 ns         2933 ns            3
BM_ConstantVectorPop/1000/iterations:30_stddev                 47.9 ns          367 ns            3
BM_ConstantVectorPop/1000/iterations:30_cv                     1.65 %         12.50 %             3
BM_ConstantVectorPop/10000/iterations:30_mean                 20719 ns        20767 ns            3
BM_ConstantVectorPop/10000/iterations:30_median               20682 ns        20933 ns            3
BM_ConstantVectorPop/10000/iterations:30_stddev                73.5 ns          348 ns            3
BM_ConstantVectorPop/10000/iterations:30_cv                    0.35 %          1.68 %             3
BM_ConstantVectorPop/100000/iterations:30_mean               200727 ns       200822 ns            3
BM_ConstantVectorPop/100000/iterations:30_median             200688 ns       200767 ns            3
BM_ConstantVectorPop/100000/iterations:30_stddev                335 ns          287 ns            3
BM_ConstantVectorPop/100000/iterations:30_cv                   0.17 %          0.14 %             3
BM_ConstantVectorPop/1000000/iterations:30_mean             2010195 ns      2009433 ns            3
BM_ConstantVectorPop/1000000/iterations:30_median           2006283 ns      2004567 ns            3
BM_ConstantVectorPop/1000000/iterations:30_stddev             29224 ns        28942 ns            3
BM_ConstantVectorPop/1000000/iterations:30_cv                  1.45 %          1.44 %             3
BM_ConstantVectorPop/10000000/iterations:30_mean           20185303 ns     20120444 ns            3
BM_ConstantVectorPop/10000000/iterations:30_median         20196729 ns     20109467 ns            3
BM_ConstantVectorPop/10000000/iterations:30_stddev           116322 ns        64801 ns            3
BM_ConstantVectorPop/10000000/iterations:30_cv                 0.58 %          0.32 %             3
BM_StdVectorAccess/10/iterations:30_mean                       57.4 ns         55.6 ns            3
BM_StdVectorAccess/10/iterations:30_median                     43.0 ns         66.7 ns            3
BM_StdVectorAccess/10/iterations:30_stddev                     28.6 ns         50.9 ns            3
BM_StdVectorAccess/10/iterations:30_cv                        49.75 %         91.65 %             3
BM_StdVectorAccess/100/iterations:30_mean                       125 ns          111 ns            3
BM_StdVectorAccess/100/iterations:30_median                     112 ns          100 ns            3
BM_StdVectorAccess/100/iterations:30_stddev                    22.9 ns         19.2 ns            3
BM_StdVectorAccess/100/iterations:30_cv                       18.31 %         17.32 %             3
BM_StdVectorAccess/1000/iterations:30_mean                      992 ns          889 ns            3
BM_StdVectorAccess/1000/iterations:30_median                    854 ns          867 ns            3
BM_StdVectorAccess/1000/iterations:30_stddev                    251 ns         69.4 ns            3
BM_StdVectorAccess/1000/iterations:30_cv                      25.31 %          7.81 %             3
BM_StdVectorAccess/10000/iterations:30_mean                    8162 ns         8178 ns            3
BM_StdVectorAccess/10000/iterations:30_median                  8139 ns         8167 ns            3
BM_StdVectorAccess/10000/iterations:30_stddev                  55.2 ns         50.9 ns            3
BM_StdVectorAccess/10000/iterations:30_cv                      0.68 %          0.62 %             3
BM_StdVectorAccess/100000/iterations:30_mean                  83606 ns        83433 ns            3
BM_StdVectorAccess/100000/iterations:30_median                83074 ns        83100 ns            3
BM_StdVectorAccess/100000/iterations:30_stddev                 1021 ns          788 ns            3
BM_StdVectorAccess/100000/iterations:30_cv                     1.22 %          0.94 %             3
BM_StdVectorAccess/1000000/iterations:30_mean                876334 ns       862856 ns            3
BM_StdVectorAccess/1000000/iterations:30_median              852799 ns       850933 ns            3
BM_StdVectorAccess/1000000/iterations:30_stddev               45045 ns        23506 ns            3
BM_StdVectorAccess/1000000/iterations:30_cv                    5.14 %          2.72 %             3
BM_StdVectorAccess/10000000/iterations:30_mean              8488789 ns      8461633 ns            3
BM_StdVectorAccess/10000000/iterations:30_median            8458337 ns      8455133 ns            3
BM_StdVectorAccess/10000000/iterations:30_stddev             144739 ns       105201 ns            3
BM_StdVectorAccess/10000000/iterations:30_cv                   1.71 %          1.24 %             3
BM_ConstantVectorAccess/10/iterations:30_mean                   115 ns          111 ns            3
BM_ConstantVectorAccess/10/iterations:30_median                65.3 ns         66.7 ns            3
BM_ConstantVectorAccess/10/iterations:30_stddev                98.1 ns          107 ns            3
BM_ConstantVectorAccess/10/iterations:30_cv                   85.42 %         96.44 %             3
BM_ConstantVectorAccess/100/iterations:30_mean                  147 ns          144 ns            3
BM_ConstantVectorAccess/100/iterations:30_median                139 ns          133 ns            3
BM_ConstantVectorAccess/100/iterations:30_stddev               20.0 ns         19.2 ns            3
BM_ConstantVectorAccess/100/iterations:30_cv                  13.60 %         13.32 %             3
BM_ConstantVectorAccess/1000/iterations:30_mean                1115 ns         1033 ns            3
BM_ConstantVectorAccess/1000/iterations:30_median              1017 ns         1000 ns            3
BM_ConstantVectorAccess/1000/iterations:30_stddev               197 ns         88.2 ns            3
BM_ConstantVectorAccess/1000/iterations:30_cv                 17.63 %          8.53 %             3
BM_ConstantVectorAccess/10000/iterations:30_mean               9567 ns         9567 ns            3
BM_ConstantVectorAccess/10000/iterations:30_median             9489 ns         9500 ns            3
BM_ConstantVectorAccess/10000/iterations:30_stddev              147 ns          145 ns            3
BM_ConstantVectorAccess/10000/iterations:30_cv                 1.54 %          1.52 %             3
BM_ConstantVectorAccess/100000/iterations:30_mean             96495 ns        96311 ns            3
BM_ConstantVectorAccess/100000/iterations:30_median           95285 ns        95267 ns            3
BM_ConstantVectorAccess/100000/iterations:30_stddev            2441 ns         2134 ns            3
BM_ConstantVectorAccess/100000/iterations:30_cv                2.53 %          2.22 %             3
BM_ConstantVectorAccess/1000000/iterations:30_mean           961267 ns       960822 ns            3
BM_ConstantVectorAccess/1000000/iterations:30_median         960829 ns       960800 ns            3
BM_ConstantVectorAccess/1000000/iterations:30_stddev           7408 ns         6733 ns            3
BM_ConstantVectorAccess/1000000/iterations:30_cv               0.77 %          0.70 %             3
BM_ConstantVectorAccess/10000000/iterations:30_mean        10176318 ns     10047400 ns            3
BM_ConstantVectorAccess/10000000/iterations:30_median      10056389 ns      9983300 ns            3
BM_ConstantVectorAccess/10000000/iterations:30_stddev        579972 ns       417457 ns            3
BM_ConstantVectorAccess/10000000/iterations:30_cv              5.70 %          4.15 %             3
BM_StdVectorIteration/10/iterations:30_mean                    50.0 ns         44.4 ns            3
BM_StdVectorIteration/10/iterations:30_median                  40.3 ns         33.3 ns            3
BM_StdVectorIteration/10/iterations:30_stddev                  21.8 ns         19.2 ns            3
BM_StdVectorIteration/10/iterations:30_cv                     43.62 %         43.30 %             3
BM_StdVectorIteration/100/iterations:30_mean                   97.7 ns          100 ns            3
BM_StdVectorIteration/100/iterations:30_median                 98.6 ns        100.0 ns            3
BM_StdVectorIteration/100/iterations:30_stddev                 11.1 ns        0.000 ns            3
BM_StdVectorIteration/100/iterations:30_cv                    11.41 %          0.00 %             3
BM_StdVectorIteration/1000/iterations:30_mean                   725 ns          722 ns            3
BM_StdVectorIteration/1000/iterations:30_median                 713 ns          700 ns            3
BM_StdVectorIteration/1000/iterations:30_stddev                58.0 ns         69.4 ns            3
BM_StdVectorIteration/1000/iterations:30_cv                    8.00 %          9.61 %             3
BM_StdVectorIteration/10000/iterations:30_mean                 6415 ns         6422 ns            3
BM_StdVectorIteration/10000/iterations:30_median               6286 ns         6300 ns            3
BM_StdVectorIteration/10000/iterations:30_stddev                225 ns          241 ns            3
BM_StdVectorIteration/10000/iterations:30_cv                   3.51 %          3.75 %             3
BM_StdVectorIteration/100000/iterations:30_mean               65325 ns        65011 ns            3
BM_StdVectorIteration/100000/iterations:30_median             65339 ns        65133 ns            3
BM_StdVectorIteration/100000/iterations:30_stddev              1156 ns          790 ns            3
BM_StdVectorIteration/100000/iterations:30_cv                  1.77 %          1.22 %             3
BM_StdVectorIteration/1000000/iterations:30_mean             651950 ns       651233 ns            3
BM_StdVectorIteration/1000000/iterations:30_median           651360 ns       650800 ns            3
BM_StdVectorIteration/1000000/iterations:30_stddev             3096 ns         3040 ns            3
BM_StdVectorIteration/1000000/iterations:30_cv                 0.47 %          0.47 %             3
BM_StdVectorIteration/10000000/iterations:30_mean           6598985 ns      6552278 ns            3
BM_StdVectorIteration/10000000/iterations:30_median         6582868 ns      6576167 ns            3
BM_StdVectorIteration/10000000/iterations:30_stddev          109101 ns        62774 ns            3
BM_StdVectorIteration/10000000/iterations:30_cv                1.65 %          0.96 %             3
BM_ConstantVectorIteration/10/iterations:30_mean               53.3 ns         44.4 ns            3
BM_ConstantVectorIteration/10/iterations:30_median             48.6 ns         33.3 ns            3
BM_ConstantVectorIteration/10/iterations:30_stddev             10.5 ns         19.2 ns            3
BM_ConstantVectorIteration/10/iterations:30_cv                19.76 %         43.30 %             3
BM_ConstantVectorIteration/100/iterations:30_mean              98.1 ns          111 ns            3
BM_ConstantVectorIteration/100/iterations:30_median            87.5 ns        100.0 ns            3
BM_ConstantVectorIteration/100/iterations:30_stddev            22.1 ns         19.2 ns            3
BM_ConstantVectorIteration/100/iterations:30_cv               22.56 %         17.32 %             3
BM_ConstantVectorIteration/1000/iterations:30_mean              659 ns          656 ns            3
BM_ConstantVectorIteration/1000/iterations:30_median            672 ns          667 ns            3
BM_ConstantVectorIteration/1000/iterations:30_stddev           39.9 ns         50.9 ns            3
BM_ConstantVectorIteration/1000/iterations:30_cv               6.06 %          7.77 %             3
BM_ConstantVectorIteration/10000/iterations:30_mean            5762 ns         5767 ns            3
BM_ConstantVectorIteration/10000/iterations:30_median          5749 ns         5733 ns            3
BM_ConstantVectorIteration/10000/iterations:30_stddev           234 ns          219 ns            3
BM_ConstantVectorIteration/10000/iterations:30_cv              4.05 %          3.79 %             3
BM_ConstantVectorIteration/100000/iterations:30_mean          57324 ns        57022 ns            3
BM_ConstantVectorIteration/100000/iterations:30_median        56967 ns        56967 ns            3
BM_ConstantVectorIteration/100000/iterations:30_stddev         1832 ns         1351 ns            3
BM_ConstantVectorIteration/100000/iterations:30_cv             3.20 %          2.37 %             3
BM_ConstantVectorIteration/1000000/iterations:30_mean        574519 ns       573411 ns            3
BM_ConstantVectorIteration/1000000/iterations:30_median      573986 ns       572833 ns            3
BM_ConstantVectorIteration/1000000/iterations:30_stddev        3835 ns         3305 ns            3
BM_ConstantVectorIteration/1000000/iterations:30_cv            0.67 %          0.58 %             3
BM_ConstantVectorIteration/10000000/iterations:30_mean      5779581 ns      5761222 ns            3
BM_ConstantVectorIteration/10000000/iterations:30_median    5808150 ns      5772800 ns            3
BM_ConstantVectorIteration/10000000/iterations:30_stddev      53527 ns        41270 ns            3
BM_ConstantVectorIteration/10000000/iterations:30_cv           0.93 %          0.72 %             3
