Unable to determine clock rate from sysctl: hw.cpufrequency: No such file or directory
This does not affect benchmark measurements, only the metadata output.
***WARNING*** Failed to set thread affinity. Estimated CPU frequency may be incorrect.
2025-12-23T02:31:11+05:30
Running ./benchmark.out
Run on (12 X 24 MHz CPU s)
CPU Caches:
  L1 Data 64 KiB
  L1 Instruction 128 KiB
  L2 Unified 4096 KiB (x12)
Load Average: 1.62, 2.46, 2.72
---------------------------------------------------------------------------------------------------
Benchmark                                                         Time             CPU   Iterations
BM_StdVectorAccess/1000000/iterations:30_stddev                5038 ns         4925 ns            3
BM_StdVectorAccess/1000000/iterations:30_cv                    0.59 %          0.58 %             3
BM_StdVectorAccess/10000000/iterations:30_mean              8878666 ns      8825322 ns            3
BM_StdVectorAccess/10000000/iterations:30_median            8569369 ns      8562000 ns            3
BM_StdVectorAccess/10000000/iterations:30_stddev             589500 ns       506164 ns            3
BM_StdVectorAccess/10000000/iterations:30_cv                   6.64 %          5.74 %             3
BM_ConstantVectorAccess/10/iterations:30_mean                  61.1 ns         44.4 ns            3
BM_ConstantVectorAccess/10/iterations:30_median                51.4 ns         33.3 ns            3
BM_ConstantVectorAccess/10/iterations:30_stddev                21.8 ns         50.9 ns            3
BM_ConstantVectorAccess/10/iterations:30_cv                   35.72 %        114.56 %             3
BM_ConstantVectorAccess/100/iterations:30_mean                  146 ns          122 ns            3
BM_ConstantVectorAccess/100/iterations:30_median                132 ns          133 ns            3
BM_ConstantVectorAccess/100/iterations:30_stddev               25.3 ns         19.2 ns            3
BM_ConstantVectorAccess/100/iterations:30_cv                  17.33 %         15.75 %             3
BM_ConstantVectorAccess/1000/iterations:30_mean                 994 ns          978 ns            3
BM_ConstantVectorAccess/1000/iterations:30_median               996 ns          967 ns            3
BM_ConstantVectorAccess/1000/iterations:30_stddev              5.78 ns         19.2 ns            3
BM_ConstantVectorAccess/1000/iterations:30_cv                  0.58 %          1.97 %             3
BM_ConstantVectorAccess/10000/iterations:30_mean               9982 ns         9989 ns            3
BM_ConstantVectorAccess/10000/iterations:30_median            10108 ns        10133 ns            3
BM_ConstantVectorAccess/10000/iterations:30_stddev              483 ns          499 ns            3
BM_ConstantVectorAccess/10000/iterations:30_cv                 4.84 %          5.00 %             3
BM_ConstantVectorAccess/100000/iterations:30_mean             97587 ns        96856 ns            3
BM_ConstantVectorAccess/100000/iterations:30_median           96468 ns        96333 ns            3
BM_ConstantVectorAccess/100000/iterations:30_stddev            2075 ns         1205 ns            3
BM_ConstantVectorAccess/100000/iterations:30_cv                2.13 %          1.24 %             3
BM_ConstantVectorAccess/1000000/iterations:30_mean           981309 ns       980311 ns            3
BM_ConstantVectorAccess/1000000/iterations:30_median         981535 ns       981467 ns            3
BM_ConstantVectorAccess/1000000/iterations:30_stddev           6259 ns         6214 ns            3
BM_ConstantVectorAccess/1000000/iterations:30_cv               0.64 %          0.63 %             3
BM_ConstantVectorAccess/10000000/iterations:30_mean         9848536 ns      9840000 ns            3
BM_ConstantVectorAccess/10000000/iterations:30_median       9893011 ns      9886700 ns            3
BM_ConstantVectorAccess/10000000/iterations:30_stddev         83423 ns        80945 ns            3
BM_ConstantVectorAccess/10000000/iterations:30_cv              0.85 %          0.82 %             3
BM_StdVectorIteration/10/iterations:30_mean                    51.9 ns         55.6 ns            3
BM_StdVectorIteration/10/iterations:30_median                  44.5 ns         66.7 ns            3
BM_StdVectorIteration/10/iterations:30_stddev                  28.5 ns         50.9 ns            3
BM_StdVectorIteration/10/iterations:30_cv                     54.94 %         91.65 %             3
BM_StdVectorIteration/100/iterations:30_mean                    102 ns        100.0 ns            3
BM_StdVectorIteration/100/iterations:30_median                 98.6 ns        100.0 ns            3
BM_StdVectorIteration/100/iterations:30_stddev                 14.3 ns         33.3 ns            3
BM_StdVectorIteration/100/iterations:30_cv                    13.94 %         33.33 %             3
BM_StdVectorIteration/1000/iterations:30_mean                   678 ns          667 ns            3
BM_StdVectorIteration/1000/iterations:30_median                 650 ns          633 ns            3
BM_StdVectorIteration/1000/iterations:30_stddev                48.9 ns         57.7 ns            3
BM_StdVectorIteration/1000/iterations:30_cv                    7.21 %          8.66 %             3
BM_StdVectorIteration/10000/iterations:30_mean                 6353 ns         6356 ns            3
BM_StdVectorIteration/10000/iterations:30_median               6385 ns         6367 ns            3
BM_StdVectorIteration/10000/iterations:30_stddev               66.5 ns         50.9 ns            3
BM_StdVectorIteration/10000/iterations:30_cv                   1.05 %          0.80 %             3
BM_StdVectorIteration/100000/iterations:30_mean               63356 ns        63133 ns            3
BM_StdVectorIteration/100000/iterations:30_median             62740 ns        62767 ns            3
BM_StdVectorIteration/100000/iterations:30_stddev              1148 ns          754 ns            3
BM_StdVectorIteration/100000/iterations:30_cv                  1.81 %          1.19 %             3
BM_StdVectorIteration/1000000/iterations:30_mean             646215 ns       645989 ns            3
BM_StdVectorIteration/1000000/iterations:30_median           649401 ns       649267 ns            3
BM_StdVectorIteration/1000000/iterations:30_stddev            13951 ns        13714 ns            3
BM_StdVectorIteration/1000000/iterations:30_cv                 2.16 %          2.12 %             3
BM_StdVectorIteration/10000000/iterations:30_mean           6501718 ns      6497322 ns            3
BM_StdVectorIteration/10000000/iterations:30_median         6480079 ns      6477300 ns            3
BM_StdVectorIteration/10000000/iterations:30_stddev           45189 ns        41648 ns            3
BM_StdVectorIteration/10000000/iterations:30_cv                0.70 %          0.64 %             3
BM_ConstantVectorIteration/10/iterations:30_mean               50.0 ns         44.4 ns            3
BM_ConstantVectorIteration/10/iterations:30_median             45.8 ns         33.3 ns            3
BM_ConstantVectorIteration/10/iterations:30_stddev             9.74 ns         19.2 ns            3
BM_ConstantVectorIteration/10/iterations:30_cv                19.47 %         43.30 %             3
BM_ConstantVectorIteration/100/iterations:30_mean              91.2 ns         88.9 ns            3
BM_ConstantVectorIteration/100/iterations:30_median            91.7 ns        100.0 ns            3
BM_ConstantVectorIteration/100/iterations:30_stddev            13.2 ns         19.2 ns            3
BM_ConstantVectorIteration/100/iterations:30_cv               14.48 %         21.65 %             3
BM_ConstantVectorIteration/1000/iterations:30_mean              642 ns          656 ns            3
BM_ConstantVectorIteration/1000/iterations:30_median            660 ns          667 ns            3
BM_ConstantVectorIteration/1000/iterations:30_stddev           37.4 ns         50.9 ns            3
BM_ConstantVectorIteration/1000/iterations:30_cv               5.83 %          7.77 %             3
BM_ConstantVectorIteration/10000/iterations:30_mean            5597 ns         5611 ns            3
BM_ConstantVectorIteration/10000/iterations:30_median          5549 ns         5567 ns            3
BM_ConstantVectorIteration/10000/iterations:30_stddev           180 ns          171 ns            3
BM_ConstantVectorIteration/10000/iterations:30_cv              3.21 %          3.05 %             3
BM_ConstantVectorIteration/100000/iterations:30_mean          57496 ns        57356 ns            3
BM_ConstantVectorIteration/100000/iterations:30_median        57190 ns        57200 ns            3
BM_ConstantVectorIteration/100000/iterations:30_stddev         1566 ns         1340 ns            3
BM_ConstantVectorIteration/100000/iterations:30_cv             2.72 %          2.34 %             3
BM_ConstantVectorIteration/1000000/iterations:30_mean        564588 ns       563989 ns            3
BM_ConstantVectorIteration/1000000/iterations:30_median      567351 ns       566200 ns            3
BM_ConstantVectorIteration/1000000/iterations:30_stddev        4881 ns         4601 ns            3
BM_ConstantVectorIteration/1000000/iterations:30_cv            0.86 %          0.82 %             3
BM_ConstantVectorIteration/10000000/iterations:30_mean      5774766 ns      5764489 ns            3
BM_ConstantVectorIteration/10000000/iterations:30_median    5782860 ns      5768567 ns            3
BM_ConstantVectorIteration/10000000/iterations:30_stddev      23789 ns        18949 ns            3
BM_ConstantVectorIteration/10000000/iterations:30_cv           0.41 %          0.33 %             3
