Unable to determine clock rate from sysctl: hw.cpufrequency: No such file or directory
This does not affect benchmark measurements, only the metadata output.
***WARNING*** Failed to set thread affinity. Estimated CPU frequency may be incorrect.
2025-12-23T01:52:53+05:30
Running ./benchmark.out
Run on (12 X 24 MHz CPU s)
CPU Caches:
  L1 Data 64 KiB
  L1 Instruction 128 KiB
  L2 Unified 4096 KiB (x12)
Load Average: 2.56, 2.49, 2.60
---------------------------------------------------------------------------------------------------
Benchmark                                                         Time             CPU   Iterations
BM_ConstantVectorAccess/1000000/iterations:30_cv               0.57 %          0.58 %             3
BM_ConstantVectorAccess/10000000/iterations:30_mean         7656545 ns      7654989 ns            3
BM_ConstantVectorAccess/10000000/iterations:30_median       7656244 ns      7652700 ns            3
BM_ConstantVectorAccess/10000000/iterations:30_stddev         27752 ns        28369 ns            3
BM_ConstantVectorAccess/10000000/iterations:30_cv              0.36 %          0.37 %             3
BM_StdVectorIteration/10/iterations:30_mean                    56.5 ns         55.6 ns            3
BM_StdVectorIteration/10/iterations:30_median                  44.4 ns         33.3 ns            3
BM_StdVectorIteration/10/iterations:30_stddev                  32.3 ns         38.5 ns            3
BM_StdVectorIteration/10/iterations:30_cv                     57.17 %         69.28 %             3
BM_StdVectorIteration/100/iterations:30_mean                   38.0 ns         55.6 ns            3
BM_StdVectorIteration/100/iterations:30_median                 29.2 ns         66.7 ns            3
BM_StdVectorIteration/100/iterations:30_stddev                 15.2 ns         19.2 ns            3
BM_StdVectorIteration/100/iterations:30_cv                    40.15 %         34.64 %             3
BM_StdVectorIteration/1000/iterations:30_mean                  81.0 ns         66.7 ns            3
BM_StdVectorIteration/1000/iterations:30_median                72.2 ns         66.7 ns            3
BM_StdVectorIteration/1000/iterations:30_stddev                16.4 ns         33.3 ns            3
BM_StdVectorIteration/1000/iterations:30_cv                   20.29 %         50.00 %             3
BM_StdVectorIteration/10000/iterations:30_mean                  538 ns          544 ns            3
BM_StdVectorIteration/10000/iterations:30_median                496 ns          500 ns            3
BM_StdVectorIteration/10000/iterations:30_stddev               75.4 ns         77.0 ns            3
BM_StdVectorIteration/10000/iterations:30_cv                  14.01 %         14.14 %             3
BM_StdVectorIteration/100000/iterations:30_mean                5482 ns         5489 ns            3
BM_StdVectorIteration/100000/iterations:30_median              5483 ns         5500 ns            3
BM_StdVectorIteration/100000/iterations:30_stddev              16.7 ns         19.2 ns            3
BM_StdVectorIteration/100000/iterations:30_cv                  0.30 %          0.35 %             3
BM_StdVectorIteration/1000000/iterations:30_mean              57152 ns        57111 ns            3
BM_StdVectorIteration/1000000/iterations:30_median            57144 ns        57133 ns            3
BM_StdVectorIteration/1000000/iterations:30_stddev              385 ns          334 ns            3
BM_StdVectorIteration/1000000/iterations:30_cv                 0.67 %          0.58 %             3
BM_StdVectorIteration/10000000/iterations:30_mean            662226 ns       660078 ns            3
BM_StdVectorIteration/10000000/iterations:30_median          656897 ns       654033 ns            3
BM_StdVectorIteration/10000000/iterations:30_stddev           10464 ns        11554 ns            3
BM_StdVectorIteration/10000000/iterations:30_cv                1.58 %          1.75 %             3
BM_ConstantVectorIteration/10/iterations:30_mean               59.7 ns         66.7 ns            3
BM_ConstantVectorIteration/10/iterations:30_median             54.2 ns         66.7 ns            3
BM_ConstantVectorIteration/10/iterations:30_stddev             14.7 ns        0.000 ns            3
BM_ConstantVectorIteration/10/iterations:30_cv                24.63 %          0.00 %             3
BM_ConstantVectorIteration/100/iterations:30_mean              81.0 ns         66.7 ns            3
BM_ConstantVectorIteration/100/iterations:30_median            70.8 ns         66.7 ns            3
BM_ConstantVectorIteration/100/iterations:30_stddev            22.6 ns         33.3 ns            3
BM_ConstantVectorIteration/100/iterations:30_cv               27.93 %         50.00 %             3
BM_ConstantVectorIteration/1000/iterations:30_mean              530 ns          533 ns            3
BM_ConstantVectorIteration/1000/iterations:30_median            543 ns          533 ns            3
BM_ConstantVectorIteration/1000/iterations:30_stddev           40.5 ns         33.3 ns            3
BM_ConstantVectorIteration/1000/iterations:30_cv               7.64 %          6.25 %             3
BM_ConstantVectorIteration/10000/iterations:30_mean            4381 ns         4389 ns            3
BM_ConstantVectorIteration/10000/iterations:30_median          4347 ns         4333 ns            3
BM_ConstantVectorIteration/10000/iterations:30_stddev           109 ns          126 ns            3
BM_ConstantVectorIteration/10000/iterations:30_cv              2.48 %          2.88 %             3
BM_ConstantVectorIteration/100000/iterations:30_mean          43343 ns        43356 ns            3
BM_ConstantVectorIteration/100000/iterations:30_median        43219 ns        43233 ns            3
BM_ConstantVectorIteration/100000/iterations:30_stddev          834 ns          823 ns            3
BM_ConstantVectorIteration/100000/iterations:30_cv             1.92 %          1.90 %             3
BM_ConstantVectorIteration/1000000/iterations:30_mean        490835 ns       487500 ns            3
BM_ConstantVectorIteration/1000000/iterations:30_median      486525 ns       486533 ns            3
BM_ConstantVectorIteration/1000000/iterations:30_stddev        9134 ns         3680 ns            3
BM_ConstantVectorIteration/1000000/iterations:30_cv            1.86 %          0.75 %             3
BM_ConstantVectorIteration/10000000/iterations:30_mean      4928822 ns      4928822 ns            3
BM_ConstantVectorIteration/10000000/iterations:30_median    4917479 ns      4917467 ns            3
BM_ConstantVectorIteration/10000000/iterations:30_stddev      34940 ns        34946 ns            3
BM_ConstantVectorIteration/10000000/iterations:30_cv           0.71 %          0.71 %             3
