Unable to determine clock rate from sysctl: hw.cpufrequency: No such file or directory
This does not affect benchmark measurements, only the metadata output.
***WARNING*** Failed to set thread affinity. Estimated CPU frequency may be incorrect.
2025-12-23T01:44:05+05:30
Running ./benchmark.out
Run on (12 X 24 MHz CPU s)
CPU Caches:
  L1 Data 64 KiB
  L1 Instruction 128 KiB
  L2 Unified 4096 KiB (x12)
Load Average: 2.70, 2.52, 2.82
---------------------------------------------------------------------------------------------------
Benchmark                                                         Time             CPU   Iterations
BM_ConstantVectorPop/100/iterations:30_stddev                   102 ns          353 ns            3
BM_ConstantVectorPop/100/iterations:30_cv                     13.39 %         42.33 %             3
BM_ConstantVectorPop/1000/iterations:30_mean                    745 ns          744 ns            3
BM_ConstantVectorPop/1000/iterations:30_median                  722 ns          700 ns            3
BM_ConstantVectorPop/1000/iterations:30_stddev                 52.6 ns          171 ns            3
BM_ConstantVectorPop/1000/iterations:30_cv                     7.05 %         22.98 %             3
BM_ConstantVectorPop/10000/iterations:30_mean                   850 ns          911 ns            3
BM_ConstantVectorPop/10000/iterations:30_median                 779 ns          867 ns            3
BM_ConstantVectorPop/10000/iterations:30_stddev                 161 ns          107 ns            3
BM_ConstantVectorPop/10000/iterations:30_cv                   18.93 %         11.76 %             3
BM_ConstantVectorPop/100000/iterations:30_mean                  934 ns         1078 ns            3
BM_ConstantVectorPop/100000/iterations:30_median                914 ns         1033 ns            3
BM_ConstantVectorPop/100000/iterations:30_stddev               53.5 ns          171 ns            3
BM_ConstantVectorPop/100000/iterations:30_cv                   5.73 %         15.87 %             3
BM_ConstantVectorPop/1000000/iterations:30_mean                1936 ns         1811 ns            3
BM_ConstantVectorPop/1000000/iterations:30_median              1919 ns         1833 ns            3
BM_ConstantVectorPop/1000000/iterations:30_stddev              96.1 ns          168 ns            3
BM_ConstantVectorPop/1000000/iterations:30_cv                  4.97 %          9.26 %             3
BM_ConstantVectorPop/10000000/iterations:30_mean               4356 ns         3922 ns            3
BM_ConstantVectorPop/10000000/iterations:30_median             4379 ns         3867 ns            3
BM_ConstantVectorPop/10000000/iterations:30_stddev             54.7 ns          126 ns            3
BM_ConstantVectorPop/10000000/iterations:30_cv                 1.26 %          3.22 %             3
BM_StdVectorAccess/10/iterations:30_mean                       44.9 ns         33.3 ns            3
BM_StdVectorAccess/10/iterations:30_median                     34.7 ns         33.3 ns            3
BM_StdVectorAccess/10/iterations:30_stddev                     25.2 ns         33.3 ns            3
BM_StdVectorAccess/10/iterations:30_cv                        56.08 %        100.00 %             3
BM_StdVectorAccess/100/iterations:30_mean                      74.1 ns         66.7 ns            3
BM_StdVectorAccess/100/iterations:30_median                    62.5 ns         66.7 ns            3
BM_StdVectorAccess/100/iterations:30_stddev                    21.3 ns         33.3 ns            3
BM_StdVectorAccess/100/iterations:30_cv                       28.69 %         50.00 %             3
BM_StdVectorAccess/1000/iterations:30_mean                      494 ns          478 ns            3
BM_StdVectorAccess/1000/iterations:30_median                    493 ns          500 ns            3
BM_StdVectorAccess/1000/iterations:30_stddev                   22.9 ns         38.5 ns            3
BM_StdVectorAccess/1000/iterations:30_cv                       4.64 %          8.06 %             3
BM_StdVectorAccess/10000/iterations:30_mean                    4049 ns         4056 ns            3
BM_StdVectorAccess/10000/iterations:30_median                  3957 ns         3967 ns            3
BM_StdVectorAccess/10000/iterations:30_stddev                   162 ns          154 ns            3
BM_StdVectorAccess/10000/iterations:30_cv                      4.00 %          3.80 %             3
BM_StdVectorAccess/100000/iterations:30_mean                  40172 ns        40189 ns            3
BM_StdVectorAccess/100000/iterations:30_median                40224 ns        40233 ns            3
BM_StdVectorAccess/100000/iterations:30_stddev                  152 ns          139 ns            3
BM_StdVectorAccess/100000/iterations:30_cv                     0.38 %          0.35 %             3
BM_StdVectorAccess/1000000/iterations:30_mean                404436 ns       403811 ns            3
BM_StdVectorAccess/1000000/iterations:30_median              404378 ns       403100 ns            3
BM_StdVectorAccess/1000000/iterations:30_stddev                1159 ns         1290 ns            3
BM_StdVectorAccess/1000000/iterations:30_cv                    0.29 %          0.32 %             3
BM_StdVectorAccess/10000000/iterations:30_mean              4042185 ns      4035000 ns            3
BM_StdVectorAccess/10000000/iterations:30_median            4042876 ns      4030833 ns            3
BM_StdVectorAccess/10000000/iterations:30_stddev               8864 ns        11087 ns            3
BM_StdVectorAccess/10000000/iterations:30_cv                   0.22 %          0.27 %             3
BM_ConstantVectorAccess/10/iterations:30_mean                  72.7 ns         66.7 ns            3
BM_ConstantVectorAccess/10/iterations:30_median                50.0 ns         33.3 ns            3
BM_ConstantVectorAccess/10/iterations:30_stddev                43.0 ns         57.7 ns            3
BM_ConstantVectorAccess/10/iterations:30_cv                   59.10 %         86.60 %             3
BM_ConstantVectorAccess/100/iterations:30_mean                  118 ns          100 ns            3
BM_ConstantVectorAccess/100/iterations:30_median                108 ns        100.0 ns            3
BM_ConstantVectorAccess/100/iterations:30_stddev               18.1 ns         33.3 ns            3
BM_ConstantVectorAccess/100/iterations:30_cv                  15.29 %         33.33 %             3
BM_ConstantVectorAccess/1000/iterations:30_mean                 794 ns          778 ns            3
BM_ConstantVectorAccess/1000/iterations:30_median               786 ns          767 ns            3
BM_ConstantVectorAccess/1000/iterations:30_stddev              31.2 ns         19.2 ns            3
BM_ConstantVectorAccess/1000/iterations:30_cv                  3.93 %          2.47 %             3
BM_ConstantVectorAccess/10000/iterations:30_mean               7698 ns         7689 ns            3
BM_ConstantVectorAccess/10000/iterations:30_median             7572 ns         7567 ns            3
BM_ConstantVectorAccess/10000/iterations:30_stddev              222 ns          212 ns            3
BM_ConstantVectorAccess/10000/iterations:30_cv                 2.89 %          2.75 %             3
BM_ConstantVectorAccess/100000/iterations:30_mean             76353 ns        76244 ns            3
BM_ConstantVectorAccess/100000/iterations:30_median           76193 ns        76167 ns            3
BM_ConstantVectorAccess/100000/iterations:30_stddev             628 ns          455 ns            3
BM_ConstantVectorAccess/100000/iterations:30_cv                0.82 %          0.60 %             3
BM_ConstantVectorAccess/1000000/iterations:30_mean           776911 ns       775500 ns            3
BM_ConstantVectorAccess/1000000/iterations:30_median         772872 ns       772700 ns            3
BM_ConstantVectorAccess/1000000/iterations:30_stddev           7865 ns         5980 ns            3
BM_ConstantVectorAccess/1000000/iterations:30_cv               1.01 %          0.77 %             3
BM_ConstantVectorAccess/10000000/iterations:30_mean         7734275 ns      7720378 ns            3
BM_ConstantVectorAccess/10000000/iterations:30_median       7736949 ns      7732767 ns            3
BM_ConstantVectorAccess/10000000/iterations:30_stddev         36349 ns        27865 ns            3
BM_ConstantVectorAccess/10000000/iterations:30_cv              0.47 %          0.36 %             3
BM_StdVectorIteration/10/iterations:30_mean                    56.5 ns         44.4 ns            3
BM_StdVectorIteration/10/iterations:30_median                  50.0 ns         33.3 ns            3
BM_StdVectorIteration/10/iterations:30_stddev                  18.9 ns         19.2 ns            3
BM_StdVectorIteration/10/iterations:30_cv                     33.50 %         43.30 %             3
BM_StdVectorIteration/100/iterations:30_mean                   43.1 ns         44.4 ns            3
BM_StdVectorIteration/100/iterations:30_median                 40.3 ns         33.3 ns            3
BM_StdVectorIteration/100/iterations:30_stddev                 6.05 ns         19.2 ns            3
BM_StdVectorIteration/100/iterations:30_cv                    14.06 %         43.30 %             3
BM_StdVectorIteration/1000/iterations:30_mean                  85.2 ns         88.9 ns            3
BM_StdVectorIteration/1000/iterations:30_median                86.1 ns        100.0 ns            3
BM_StdVectorIteration/1000/iterations:30_stddev                8.39 ns         19.2 ns            3
BM_StdVectorIteration/1000/iterations:30_cv                    9.85 %         21.65 %             3
BM_StdVectorIteration/10000/iterations:30_mean                  520 ns          533 ns            3
BM_StdVectorIteration/10000/iterations:30_median                494 ns          533 ns            3
BM_StdVectorIteration/10000/iterations:30_stddev               47.3 ns         33.3 ns            3
BM_StdVectorIteration/10000/iterations:30_cv                   9.09 %          6.25 %             3
BM_StdVectorIteration/100000/iterations:30_mean                5638 ns         5633 ns            3
BM_StdVectorIteration/100000/iterations:30_median              5497 ns         5500 ns            3
BM_StdVectorIteration/100000/iterations:30_stddev               249 ns          260 ns            3
BM_StdVectorIteration/100000/iterations:30_cv                  4.42 %          4.62 %             3
BM_StdVectorIteration/1000000/iterations:30_mean              57763 ns        57211 ns            3
BM_StdVectorIteration/1000000/iterations:30_median            57629 ns        56800 ns            3
BM_StdVectorIteration/1000000/iterations:30_stddev             1123 ns         1140 ns            3
BM_StdVectorIteration/1000000/iterations:30_cv                 1.94 %          1.99 %             3
BM_StdVectorIteration/10000000/iterations:30_mean            671206 ns       665644 ns            3
BM_StdVectorIteration/10000000/iterations:30_median          660910 ns       657033 ns            3
BM_StdVectorIteration/10000000/iterations:30_stddev           31296 ns        28188 ns            3
BM_StdVectorIteration/10000000/iterations:30_cv                4.66 %          4.23 %             3
BM_ConstantVectorIteration/10/iterations:30_mean               44.9 ns         55.6 ns            3
BM_ConstantVectorIteration/10/iterations:30_median             38.9 ns         66.7 ns            3
BM_ConstantVectorIteration/10/iterations:30_stddev             15.5 ns         19.2 ns            3
BM_ConstantVectorIteration/10/iterations:30_cv                34.46 %         34.64 %             3
BM_ConstantVectorIteration/100/iterations:30_mean              81.9 ns         77.8 ns            3
BM_ConstantVectorIteration/100/iterations:30_median            80.5 ns         66.7 ns            3
BM_ConstantVectorIteration/100/iterations:30_stddev            10.5 ns         19.2 ns            3
BM_ConstantVectorIteration/100/iterations:30_cv               12.82 %         24.74 %             3
BM_ConstantVectorIteration/1000/iterations:30_mean              531 ns          533 ns            3
BM_ConstantVectorIteration/1000/iterations:30_median            489 ns          500 ns            3
BM_ConstantVectorIteration/1000/iterations:30_stddev           75.0 ns         57.7 ns            3
BM_ConstantVectorIteration/1000/iterations:30_cv              14.11 %         10.83 %             3
BM_ConstantVectorIteration/10000/iterations:30_mean            4271 ns         4267 ns            3
BM_ConstantVectorIteration/10000/iterations:30_median          4243 ns         4267 ns            3
BM_ConstantVectorIteration/10000/iterations:30_stddev          50.5 ns         33.3 ns            3
BM_ConstantVectorIteration/10000/iterations:30_cv              1.18 %          0.78 %             3
BM_ConstantVectorIteration/100000/iterations:30_mean          44890 ns        44467 ns            3
BM_ConstantVectorIteration/100000/iterations:30_median        43671 ns        43667 ns            3
BM_ConstantVectorIteration/100000/iterations:30_stddev         2909 ns         2466 ns            3
BM_ConstantVectorIteration/100000/iterations:30_cv             6.48 %          5.55 %             3
BM_ConstantVectorIteration/1000000/iterations:30_mean        494684 ns       494400 ns            3
BM_ConstantVectorIteration/1000000/iterations:30_median      498131 ns       497933 ns            3
BM_ConstantVectorIteration/1000000/iterations:30_stddev        8152 ns         7946 ns            3
BM_ConstantVectorIteration/1000000/iterations:30_cv            1.65 %          1.61 %             3
BM_ConstantVectorIteration/10000000/iterations:30_mean      4950299 ns      4950289 ns            3
BM_ConstantVectorIteration/10000000/iterations:30_median    4941914 ns      4941900 ns            3
BM_ConstantVectorIteration/10000000/iterations:30_stddev      20771 ns        20794 ns            3
BM_ConstantVectorIteration/10000000/iterations:30_cv           0.42 %          0.42 %             3
